original_text,noisy_codeword,snr_db
xRvKvy,"[1.0153195385091816, -0.8610152820107085, -3.109023296866266, -0.5808044645558113, -1.628606637001115, 1.6548595286211307, 0.8203984079233124, 2.4571938800147155, 0.14260876862458316, -3.7064450136729072, 1.6154130910773747, -0.5100786070846026, 0.33124387112596254, -1.5070760462513968, 0.5231157715968091]",1.0
La communication numerique est au coeur de notre societe moderne,"[0.13552886837112377, -1.4319581615371353, 1.3741543089273651, 2.1820359237956986, -1.9633506641432628, -0.33603711899423017, 1.2211751342733193, -0.7084729735098494, 0.22248776534250925, -0.8790020827516503, -2.1093216423172008, -0.11762467923908138, -2.1038141868225226, -1.3433612581209646, 3.3395354958177212]",0.0
La communication numerique est au coeur de notre societe moderne,"[0.6002488900050328, 0.4001517955543399, 4.1121139363204655, 2.4747983993630935, -1.2180896026894847, -0.8643544366845007, 1.439885280686355, -0.02376243475768791, 0.14768177984508335, -0.4884807742889644, 0.07167171600680677, -0.9041259132412379, -1.715238252878333, 0.21795689372564953, 0.587607157678395]",1.0
jC,"[0.7604327064615344, -1.0361390093416716, -0.6515930238505749, 2.102838642021074, -1.8285948065991682, 2.426610602647454, 0.8453499691094614, -2.0017970753980974, 0.008781506018656682, 0.9526278998568192, -0.836946136449489, -0.8785600120680658, 1.6334415569272065, 0.9866209490243191, -0.37509317408752807]",1.0
hKA,"[0.20971348412455748, 0.003068648185601708, -1.302989618845123, 1.2582108397439893, -0.7163922909623062, 0.8537259112791571, 0.9002480650429202, -1.914877735959018, -0.6196522120548703, -0.8864624100752038, -0.4743690770928253, -1.934406533008933, 1.209743338581218, 2.0358463907914044, 2.2763332312838003]",2.0
La communication numerique est au coeur de notre societe moderne,"[0.8389958399402825, -1.6372618312117864, -0.4755932145002253, 2.5544773284347957, -2.7395114465043635, -2.1752580331242726, 0.6144229466920699, -1.029633170059048, -0.1982801166540329, 0.020667846279410318, -1.3468645174525227, 0.7930700340698242, -1.1691948822343354, 0.5027645894357715, 1.9674910023660286]",0.0
La communication numerique est au coeur de notre societe moderne,"[0.11187944467382216, -1.6300022590850514, -0.0523534790625082, 0.9183447609916151, -0.2660078861912055, -1.7302811777171396, 0.9115332717650644, -1.992619473502808, -1.096648049869159, -0.5497380196319337, -0.9138023091097829, -1.5791703052484947, -1.3517740232561772, -0.11850713231949206, 0.3285687657277885]",3.0
sxuCih,"[1.171837631345015, -0.8426195169791175, -0.5465502230172088, -0.437551405557176, 1.2351757972805864, 0.9081183549810756, -1.4986447598129093, -0.3152665247402735, 1.5311098946359019, 1.3405017119359846, 1.0810798296708506, 1.5623514000892407, -0.5051861001245925, 1.8621919891987482, 0.18054296619890076]",5.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.7777727810684882, -0.9699025694501613, 1.434363097169877, -1.676041208949119, -2.13422554225877, -0.950041021503263, 1.0931685601640222, -0.4433969220836941, 0.24522340597213543, -1.4683875336112473, -2.608732027777222, -1.046629051193234, -2.0706347484152197, 0.5671027512770361, 0.9405209383982575]",0.0
xoip,"[0.7234999967922263, 0.6424962162763466, -0.27928439795548177, -0.6481565986074818, 0.4834208848050545, -0.1328184306828899, 2.011288424065384, 2.0201612298610954, -3.1744032777897764, -0.5073155515416992, 2.5492744286827085, -0.40420952027602797, 1.3610866043544045, -0.26831595239105943, 0.08091507384462315]",1.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[-1.1377859765914398, 0.15332848081049577, 2.17503197475422, -0.19202396878105632, -0.7792445034993121, -3.1655178525752636, 1.5944608458111857, -1.6015513628838909, -1.6389301647559051, -0.8136086584776345, -0.644872395118093, -0.9416184685426084, -2.6333046830807554, 0.09213671459182526, 2.378184895584898]",1.0
c,"[0.9753348458568188, 0.6422925865356042, -1.488370224171786, -0.15541700586799645, 0.6095666038997409, 1.3202240069905131, -0.24767944044110646, 0.15889151322989015, 0.8781221421883999, -0.2746793413748785, -1.1534826287163178, 1.2078605255015331, -2.6210167663927764, -0.1848870685313304, 1.3134266258897966]",2.0
aChTPsP,"[0.7232354719922296, -2.3336175914783555, -1.1456958163309816, 0.7514239700321984, 0.2647927215617214, 1.0359376058092176, -1.3488995483431259, -0.24183566324399686, 0.15474376648113575, -0.4595776232064095, -0.1721476517429994, 1.318858531205125, 0.3568849001027874, -0.2431186870783364, 0.3470453542842643]",1.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[0.6134073109683187, -1.9054996627723417, 1.0317148703024843, 1.3599684437752697, -0.5291472907264662, -0.9122201587714732, 1.694713299655783, -0.33623702696886604, -0.8494027274396683, 0.23771347470236637, -1.370480478386856, -0.5611076797793055, -1.2927857634674358, -1.0261410188386848, 1.2284075790645952]",5.0
PU TInI,"[0.7117966643319402, -1.7493684146176016, 1.3504696595815289, -1.9333279997997612, 0.3723322966869359, 1.32521758469288, -0.3622366095586308, 2.206637337523115, -2.5604512348682418, -1.6848520520715333, -1.6733086614152346, -0.42760680638858817, 1.4672296508838114, -1.0018035151595408, 1.2971667168671699]",4.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[1.2713500644146358, -1.0172651381551974, 1.2157536635248851, 1.352618166489806, 2.18441769514543, 1.0335503208604957, -2.1106057760655257, -1.2720399748502904, -1.4843915949204827, -1.2798675885449542, 0.5214527588391825, -0.1639639682097671, 0.173870207080011, 1.19004533983368, 1.483244645610845]",4.0
MpmOl,"[0.09556636394095319, -1.623166819151474, 1.8403311320144706, 0.37645901007991867, -1.4238790652487485, 0.6668612369154101, -0.19490741632193753, -0.4003259215887425, -0.651545173501444, 1.1769382211397432, -1.100033765749235, -0.10374722481607024, -1.8049560725944283, -1.6483342862774324, 1.360539919899935]",0.0
IgaJ,"[1.8301022176662165, -1.1934801229684373, 1.1938378961756755, -0.10063702693765686, 0.6146799885301206, 2.139812911709797, 1.4339028160970422, 0.8742612230902073, 1.1009855540154114, 2.4276639307991132, 1.5829528751442976, 2.103762622541665, -0.2957219520362061, -0.2438479963555812, 0.4938634108039063]",2.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.0735156206842011, -0.670693565556413, 1.4323948572172256, 0.4370711246007727, -1.2653488560124866, -2.174921167449268, 0.6608473996746872, -0.1711580812740633, -1.2143360669568324, -1.5281866528552808, -1.6162209957656206, -1.6298832277892323, -0.37215843928944703, -1.480200048746831, 0.9598932133088172]",4.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.5716127855439495, -1.8673796540726313, 2.1811208051616164, 1.0032459472038426, -1.1489147647379547, -0.9245285896185698, 0.895599217536968, -1.5177737670469473, -1.5923731789678137, -0.1947410720888615, -0.2528951352744817, -1.6389220732957404, -1.0909509947999696, 0.2534443501591439, 1.0352261514697518]",3.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[2.438024597035277, -1.467517805447021, 1.51937996892211, 1.175790977098083, -1.363137708573796, -1.223266942162725, 2.325362230372824, -0.7549711602171438, -0.8544116759890731, -2.5115960453978365, -0.7394173113738773, -0.9031202134406677, -0.9213456286169128, -1.2120609740501502, 1.8362564677944175]",4.0
ufhCbl,"[0.9209634892698879, -2.1807099624113, -1.8010895207324265, -0.14535724305275022, 1.845170821689282, -0.6046583960791034, -1.6447635862625605, 0.40000104838123474, -1.101396538518411, -0.4488250916573783, -1.2770658206860208, 0.2778904924499803, -2.0315800074139996, 0.9655854907721096, 1.162869172434839]",3.0
t,"[1.4347392915556763, -1.3847312922316104, -1.2050478227610333, -2.37517253751627, 1.374762131632529, -0.6399677184062558, -0.2520971186497799, 0.9161841933635005, -1.4100085722689557, -0.9741912871495861, -1.5161184522677646, -1.272785322160663, -0.43764338774818945, 2.1130172672151946, 0.45201990244295354]",4.0
jQ,"[2.709241344424992, -1.103213188463055, -1.8697023367752679, 1.2278606361020667, 0.2992798755827062, 0.7613453084771732, 1.736853312731891, -1.9488036705793157, 0.6560395103494763, -1.3264148220994625, -0.6757981111998554, -1.1550597971968217, 0.4643215661634986, 1.6518773605978887, 0.614141354201897]",0.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.536300937303938, -1.3241931875251547, 1.140853733106017, 1.7741692224996544, -1.309218612755793, -0.09459521684474581, 1.0932240949727179, -1.7255803529879146, -0.9495736221999477, -1.557147188836162, -0.499731669412519, -2.243287333176924, -0.4541393680808621, -0.7474540355039326, 1.8833640634632294]",5.0
La communication numerique est au coeur de notre societe moderne,"[0.9554623071444223, -0.5208602105580955, 0.9734717235671093, 0.9735545766294571, -0.9548117073240912, -1.3749105376944182, 1.1456890531070887, -0.32784855069770813, -0.9648284836619313, -0.9323597970174391, -0.5432691809866323, -1.0659068820169406, -0.9860506852711621, -1.8344241637432468, 0.1237285628899718]",5.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[2.3953177781986836, -0.11430659776815233, 0.18527768257666322, 0.013179800544424913, -0.5401098003508005, -2.7288746675498836, 1.73414169189187, -0.13343638405585212, -1.2446671672120135, 0.5146966120851437, -0.18934643353238578, -1.487624445521731, 0.24675348264782282, -0.6485530746832073, 0.4487573877439328]",0.0
La communication numerique est au coeur de notre societe moderne,"[0.4628216639936429, 0.08907788278252204, 2.005966385047804, 1.486582993594057, -0.8519705789904395, -1.2746386131310667, 1.737348007419183, -1.728589654432443, -1.3152843286097424, 0.14310859595740721, -1.371698399163989, -0.7245744945863192, -0.7809594128651683, -0.5116491670158283, 0.9337751119787912]",4.0
NnDLzB,"[0.6615658726814326, -1.6062016723739974, 2.480741709426564, -0.22751912898492654, -0.4095251145253914, -1.2133679988647839, 0.06010186064456291, -0.8304635535375953, -0.9961949724845109, -1.5015555446302602, -1.8160499702010107, -1.7026436669489282, -1.3800196710706767, -1.87842177113939, 1.7862465555071347]",3.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[2.2308572588888405, 1.0879063053310447, 0.897170659412612, -0.15663412207841043, -0.2383204722086718, -2.499754145180001, 1.9829931812682888, -2.984383664589391, -0.5366445276138552, 0.05071269645171239, -1.0525150424342968, -2.5359487765429654, -0.8631375730113744, -3.3248432583913208, -0.32778958637355404]",0.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.5934387797589031, -0.9278465285728446, 1.0496267363141933, 1.875175859482718, -1.399314549775459, -1.6000751376275857, 1.4075917794287338, -0.7424483738047555, -0.7527151597824673, -0.6891599522747456, -0.7963011286297473, -0.5593443865339535, -0.7310445010920459, -1.9476777612784044, 2.0504145685164823]",4.0
gZ,"[0.48118440110027827, -0.27544431277000914, -2.014242728404347, 1.2622241945594659, 0.6395875141068113, -1.7199487646332619, -1.3732432254664213, -0.8020671956956735, -1.069923219649917, -0.6394328970367112, -0.1296184393374249, -1.2661299277785791, -2.5162535683522362, -1.1712661632878567, 2.0359045310003276]",1.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[2.131661158637886, -0.5978293418298957, 0.2223772611846918, 1.417556387851541, -0.3471920540288951, -1.6262235828312757, 1.159496451024868, 0.24923462423974896, 0.631105951522521, -0.8406583004178534, -0.15728260275096317, -1.3658598170897402, -1.1101479457975736, -2.0512814605320018, 1.780174307665023]",0.0
riIz,"[-0.2803146074950702, -0.6582185847974591, -0.10244038538734512, -0.29924682336829833, 2.0778800117125673, -0.8607239293729461, -0.19861924360060967, -0.1401431905038889, 1.1628158263472796, 1.7345201770773557, 0.24880535506048795, -1.001763808041909, -1.7178686260705396, 1.9410463007318692, 0.30079714100525834]",2.0
La communication numerique est au coeur de notre societe moderne,"[2.0409191881743305, -0.37264637776817, 1.1157439826167996, 0.6739080818847542, -0.7458520594829888, -0.05226761197854546, 1.1795551210783466, -1.4590540414202824, -0.693876624513813, -0.5823772267717702, -1.7186229913134232, -0.5541749279233756, -0.07618634672512425, -1.5965801042490637, 1.8695369505166175]",5.0
La communication numerique est au coeur de notre societe moderne,"[1.6719404133389868, -2.3856034087385565, -0.94112838008068, 0.16819258626117728, 0.3063090635528032, -0.7615342136016345, 3.0651839135264303, 0.41183574192649264, 0.010617785062679408, -0.6938791720113414, -1.9172819186264456, -0.49726962060873403, -0.8994504837421283, -2.301786005296784, 0.7880755050247925]",1.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.3136179222547555, -1.1371208847370595, 0.9645101512145449, 0.6528537673417733, -0.24374006110756885, -1.3761068958512976, 2.438053713397836, -1.7368572210967914, -1.0779269671494747, -1.3740824139273564, -2.3641058335700826, -0.3019763470408994, -1.203528015692699, -1.179785261990952, 0.38109695358984297]",4.0
La communication numerique est au coeur de notre societe moderne,"[1.5971726113814726, -2.2515556328032074, 1.2904172532780254, 0.8028382962816404, -1.1823845300202414, -0.24443012716517287, 0.9656818063659199, -0.8878243532787564, -0.5589163917249933, -0.1346164079746326, -0.6766378745506902, -1.798445554067742, -2.195236599556361, -1.2304982938288724, 0.03688579560692695]",3.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.7763663475390252, -0.8296786213590723, 0.14179051832673029, 0.7190027938315189, -1.256934075010843, -1.51526576986612, 0.21003516075879758, -0.979920857939799, -0.31700250122953877, -0.6471410859931863, -1.0290583774779138, -1.0092085222648302, -0.8296184783438235, -0.6665671739025183, 1.1074058672332017]",5.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[0.7295073396928919, 0.02456067220282998, 1.8284757651196117, 1.9524800242569602, -2.717441571281635, -0.8042853605903576, 1.112239046956227, -0.9866881159002049, -0.6792217869020006, -0.29193234877710295, -0.9802578190995004, -1.8554889709032225, -1.1257911484499727, -1.5040556442938824, 0.8289756770211835]",3.0
XLeifPn,"[-0.5908614945231376, -1.0119279053120689, 2.111116391824548, -0.9800947431569966, -1.7161890712892265, 1.2949174870527702, 0.28297999362913606, -0.7477627933147388, 1.959990197591607, 0.6115010418862132, -1.4736291346108445, 1.085284544813822, -1.6870110007358252, 1.4811279393207823, 0.29063498856167513]",3.0
 Mgla,"[0.8913306542791011, 1.7846393099314204, -0.9105883130933619, 0.4335230704463965, 0.24782657039910871, 0.9745341524592785, 0.8506226162004685, 0.1522650399725003, -1.0532833337071623, -1.6765430872632212, -1.957370699402826, 0.43206579797283995, -1.654889167226618, -1.5798076410229838, 1.8808767676723943]",2.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[1.0271864582458674, -2.578342593559311, 1.816468128695971, 0.09612739429834571, -1.1875129216636902, 0.679262193519425, 1.0780212913024816, -2.053438280496625, -1.1722649219254355, 0.044129404660760096, -1.0053069224217042, 0.34702799296263165, -2.013707542682279, 0.6963896051811933, 0.03815840817961025]",1.0
La communication numerique est au coeur de notre societe moderne,"[1.032840785839413, -1.0303216441802718, 0.953690788940319, 0.7557524541075312, -1.6818062057611165, -0.9580507121471582, 0.9315690819823953, -1.466236095345279, -1.011085743847429, -1.1927760603181268, -1.4066616692147924, 0.22901405771157068, -0.9228116764149302, -0.6832557513224795, 1.3650968207420067]",2.0
mhun,"[1.987734089842276, -0.8009491143137778, -1.5863480702705828, 1.3979714412123367, -1.7014893993731806, -0.07533251162269738, -0.7581412959316289, 1.9921629326278056, 0.27066805328511756, 1.0278700888040362, 2.465035020240272, -0.7301936991592382, 1.585522802037295, -0.5369920929256791, 0.7850277762111402]",1.0
