Mot original,Trame codée bruitée,Trame binaire originale
,"0.9343171668943424, 0.914851718286105, 1.029540718243738, 1.2321493394441085, 1.0021199588395304, 0.7994244206926933, 1.1075816895206942, 1.1569861196028812, 0.9994685225644578, 0.9146515663112587, 0.9596738342551129, 0.8811880494605719, 1.1134103108751559, 0.8921294371165784, 0.8863898232333031","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
xj,"1.0986498375780893, -0.9983061929984806, -0.9433060355440661, -0.9099346522231244, -0.9662081835315547, 0.8060208644342819, 1.0343212465365406, -0.9819477576927083, -1.0556736427763385, -0.956724000490361, -1.2740431067001305, 0.8747848416428858, -1.0748914061181378, 0.9668921347040327, -0.9879918084438751","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
ezzxcpxh4,"0.9212366135987318, -0.9300034995585371, -0.8681777461055163, 1.1137264176899468, 0.9361170398248799, -1.219409807873748, -0.8648239159986241, -1.02186255846201, -1.1986491390527854, 0.9723097141190655, -1.1582098882759564, 0.84054752462912, 1.1036753045658285, -1.01618320455261, 1.071247088291178","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
p,"0.8716208988773766, -0.8842647599284648, -1.1384951103592196, -0.9916511583388314, 0.9995980594070226, 1.2141176900810842, 1.1142120170492325, -1.2375848753817955, 1.5159097043897802, 1.1503174169298733, -1.0416022957898643, -0.6535924376317435, 0.9214399342757202, 0.6730033779921148, 0.969646540183167","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
ev,"0.804956524970777, -0.7619444595141072, -0.8332780248410413, 0.798950368437884, 1.0793529817217868, -0.9053367912956684, -1.0630605946181917, -1.038528790350768, -0.9323654216151481, 0.9969387545058808, -1.1616980774707848, 1.0988862060605074, 1.100630474275428, -0.9090182554295421, 1.1747536031386971","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
8r05v,"0.9297360893200591, 0.8797233609797903, -0.8013555375941239, -0.730272018290911, -1.105748126865683, 1.1684833620751638, 1.037737459348123, -0.7263234042250908, -0.9461325762151066, -0.9072280487178654, -1.0302344907412189, -0.8741383224651165, 0.9784644406201859, -1.1628693252654982, -1.0099839401744368","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
kcvgsh5k5,"0.8935463881199414, -1.0872186500360936, -1.1470273050119635, 0.912917849735293, -0.9670094685761909, 1.161571055127924, -0.8595051673492862, 1.0214589497884758, 1.0409185004316635, -1.0081521347931983, 0.9418015786559311, -1.0676746016830132, 1.0399350352430068, 1.0608340670933802, 0.7494299249136156","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
kyzv,"0.9192419886239397, -1.0423869394586984, -1.23085818248535, 1.0253577116561692, -1.063978682323806, 0.673070738275436, -1.057096002968021, 1.0117292433509215, 1.1576730309411367, -1.1513550554852225, 1.1273781316787646, -0.8683704697577458, 0.7645196728017483, 0.9404809479253671, 1.1602565101968754","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
okexil4l,"1.3120369218510142, -0.7378594554865888, -1.0285357177529861, 0.7927856927869497, -1.1891280500702415, -1.013320147847143, -1.090081976234487, -0.7467183373863587, 0.7667589349524742, -0.9528032962475467, -0.8504153564895852, -0.8063689719545802, -0.831650868151951, -1.1444186253537443, -1.0959599624173395","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
zw2a7,"0.9510389354641038, -1.0024193587328352, -1.1015068090769073, -0.8843516913019072, -0.7578857479530868, 1.0428794233457117, 0.9178084412932007, -0.9602054032905164, -1.0358497701656553, -0.9344578926573196, -0.8474129662689185, 1.1857222437662052, -0.7776625876737576, 0.8473240701981636, -0.8664844474512403","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
zqd9,"0.8558530935922306, -0.9946525547519425, -0.9357295299231694, -0.9924806653946213, -0.9989743776384603, 1.0106379766761124, 1.0214053070417495, -1.0765277296342575, -0.8154501265689345, -1.258210425736109, -0.8195693553504968, 1.127049418648671, -1.0046794135626982, 1.079171093135497, -1.0135765221313646","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
moqn61xf3r,"0.8081084059456414, -1.1454847842265838, -0.891973398580234, 1.0710199484723562, -0.8102479904679447, -1.005209878337435, -0.7728864308990274, -0.9954184713963219, 0.8013955091392725, -1.0049662257906389, -0.8931099784081533, -0.9871773974671293, -0.8704048921247348, -0.7853558914761987, -0.858361675128119","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
8x,"1.102949827794739, 0.9117925554464308, -1.0993305856227402, -0.8705124172601258, -0.8686448488149511, 0.9654596860681455, 0.9321514089720279, -1.469535420933858, -0.9393759369017836, -0.8759209395050029, -0.9936561046217882, -1.159537602220048, 0.9818636228613088, -0.8543991358059816, -1.0370747595268008","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
fk3n,"1.0558637881512434, -1.1533837748664209, -0.9289007880012895, 0.9985754518688028, 1.0528018163333308, -1.0433564547098362, -0.9801656219168207, -1.0294006882632254, -0.9899309755020722, 0.9626714093536185, -0.9476962064459977, 0.836142464691919, 1.0200994706491429, -1.1091647074015096, 1.1191610402968086","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
7372irk,"1.1544702708845849, 1.0566326623819988, -1.0409723397374209, -0.6849154249564534, 0.9356560010215997, -1.1019823304444232, 1.017694158251364, 1.262622524562802, 1.0891549565647078, 1.2810325497012918, 0.5582107536543213, 0.9214538167853117, 1.1343652098253973, 1.0243484060209387, -0.8782979106058456","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
4brcz060w,"1.0831312640691348, 0.9749249349216869, -0.8776936522203138, -0.8541469749872708, 0.9057799353046359, -1.112277179608258, 1.2260745872830865, 0.8937659126467693, 1.0869022427522033, 0.9444491446354902, 0.7938310761933781, 1.009281417789583, 0.8170130298439632, 0.9918006345859645, -0.8650242627008081","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
1pcwpo7jzs,"0.8819498562919573, 0.9925171710693549, -1.1111210913517633, -1.1413963561679676, 1.0885368361135916, 0.7840991239242756, 0.7769141894132074, -1.1230648350348216, 0.8772048259696265, 1.2205545205765653, -0.7335835119390599, 1.0143315004853741, -0.9548919006896773, -1.0861299318706947, 1.18474980653242","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
2ryr,"0.733209626404395, 1.0026188428855733, -0.9392088310698732, -0.9867895258221903, 1.0342480601395028, 1.0919644422085657, 1.0455853324605997, -1.1918970557615975, 1.0084864561711138, 1.0643342517369234, -1.1744779335930788, 0.808513496497766, -0.9351883258275423, -0.8902377460321333, 0.9191098472650895","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
tyn4l63r8i,"1.0389551930547156, -0.8521720320036679, -0.8775319281428933, -1.0080570595630667, 0.944983149268057, -1.0577186900156403, 1.2153852318381975, 1.072464065913632, 0.7621893757074265, 1.0300861392298835, 1.0028655732406377, -1.2250821945805292, -1.081618181790492, -1.1096034238527595, -0.945016846417877","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
,"0.964874507473384, 1.0750357680162332, 1.069946023778223, 1.0450581409609618, 1.0313854910790967, 0.916621554859369, 1.1001533929933014, 0.7683207929271811, 0.8170445555427566, 1.166397369895304, 1.038402108247538, 1.1942096983579629, 1.2880147573419372, 1.240870729626676, 0.96276463687795","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
g2rpt7f,"0.817068156388943, -0.8671998111155431, -1.153170984942101, 0.8359091436716362, 1.05488772945542, -0.9608374251485222, -0.9197010439760289, -1.205680648907709, -1.1213939824300585, 0.9530460908195348, -0.9472752593437755, 1.0249612323965898, 1.0407000732122602, -1.0564847638621329, 0.9451102871572725","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
3tk41jyho2,"0.8653119585446963, 1.005792918533861, -1.0526119611041946, -0.7695443683714651, 0.7515400115872088, 0.9736358426811774, 1.1268073691596399, -0.9339732468833221, 0.932499280172557, 0.8170053171771915, -1.1139785407233356, 1.058697329756849, -1.0742803727466814, -0.9361531198600407, 1.0304172546743742","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
hm6z,"0.9036413071066369, -0.8542242397160688, -0.9095376801916474, 0.9968842505498592, -0.965522828208645, 0.9270541454799742, -1.0102265208007537, 0.93840934231943, 0.8623324051594657, -1.1857029630437657, 0.9849334783416307, -1.0070248829584592, 0.7448214454811096, 1.1116731137007494, 1.002064137219645","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
k93s1,"1.1136970180199819, -1.0757960812205387, -0.9041298853856459, 1.1972773439677242, -1.218142613387819, 1.022143433143116, -0.9157083532272013, 1.1901968768440079, 1.1614271675951735, -0.8803012474310437, 1.0052278148550666, -0.8570627385205443, 0.9678498433895085, 0.9464082215553501, 1.008542041607635","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
ee6wdgo,"0.9990736983673019, -0.9441040172053681, -0.9409609646975483, 0.8004002364008947, 1.1697747174812219, -0.9045148722232031, -1.054075712035233, -0.8021594769984254, -0.7782380763686432, 0.9714295495851449, -1.03137726442997, 0.8877064130484578, 1.1686674109314898, -1.1000907243714657, 0.9865030857860094","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
g,"0.9492743775898103, -0.7903297050488871, -0.9598488273760426, 1.0610030375481831, 0.9937383437213817, -0.8753363865008715, -0.7383322972660347, -1.1476259268281237, -1.0472075269550432, 0.9176040183216674, -1.079572195769762, 1.1312159527391141, 0.9912895955638051, -1.1145022197073968, 1.1046119626304636","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
4araea4v,"1.254893536471166, 0.8889869229583487, -0.8634803624757067, -1.0793051298477347, 0.9227690286373648, -0.9529016312940739, 0.9986476943008328, 1.0731947179692654, 0.9831173219560705, 1.0921172344078014, 0.9580553182374217, 0.8599094013705881, 0.9565150178750242, 1.0199363561514967, -0.9487487519949896","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
lrvqo,"1.0054746077694967, -1.0572290301452996, -0.8893314270192488, 1.2408328431464453, -1.1196389945438194, -1.026449762560994, -1.0433336655577297, -1.2613447304586045, 1.173271665343442, -0.9487751229761867, -0.9464851254334721, -1.034163556969512, -1.0957993497116654, -1.1059432111795398, -0.8875197886804482","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
3,"1.1217825373123593, 1.092319596782842, -0.8827342290046536, -0.9053350457548336, 1.0233441401642245, 0.8879792006966648, 0.9475268324397116, -0.8668742053892969, 0.9236188212459275, 1.0529650627627167, -0.87773845686385, 1.121488025603162, -1.0081675949713955, -0.9419953490986563, 0.8808809792405188","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
utzzvx,"1.0770453643518683, -0.8771099851999913, -0.7775157673668247, -1.0603714101687922, 0.9661082213220434, -0.8409823877665714, 0.9532212233438324, 0.8980851650196728, 1.3338190217147234, 1.10322908958027, 0.9385979570008686, -0.9019425056668355, -1.0621044040981888, -0.9329351082211367, -0.8867313734744227","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
1fqrgi2z,"0.9266695493764544, 0.9642122738988541, -1.1618356462571522, -1.10299024112967, 1.0438576874127823, 0.6236433388337471, 1.1536039102967586, -1.2825667805276262, 0.8823818652532694, 1.0794246692177754, -1.2072433832728122, 1.11026535428948, -0.7442452252567779, -1.0245118703208662, 0.9159559797379435","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
vqc343a3lr,"0.9251458202891459, -0.9888445690796507, -0.8248982995913088, -0.9158908905359032, 0.7103765945664156, -1.0016548972639776, 0.9406693121646621, 1.3377170568165206, 0.7928767125041166, 0.9024851160526837, 0.9977207084193009, -1.1901900962320953, -0.9154754335455579, -0.983989774886362, -0.9600171930859052","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
,"0.8287910532423962, 1.0257556826007383, 1.1909222238708959, 0.8576905669465411, 1.0948005203209807, 0.8154346507044717, 0.9661163252528763, 1.0632620764784355, 0.8758591919931864, 0.9765874129601777, 0.9673244237113809, 1.2072522108915134, 0.9456625720302906, 0.9878437207213898, 1.0671237173610604","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
,"1.178932724583089, 1.3733955256718795, 1.121141194949494, 0.7560270654398399, 1.053834792271863, 1.0488288374747208, 0.8837116264837436, 1.1038553086388574, 0.9645756481983068, 0.7772634785671714, 1.0116090710914016, 1.0344416481209238, 0.6145559630640153, 0.8022437497945452, 1.1643482141733663","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
vug2,"0.949685373406457, -0.9407968371819475, -0.8359690828339209, -0.9125543978349578, 0.9693593663915471, -1.017647652796587, 0.954147565494284, 1.0193363344813056, 0.9642777319368608, 0.9119194622397523, 1.295841152706678, -1.154204038397495, -1.1231949514545945, -1.293771794401672, -1.0057977525464787","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
mo3f,"0.871376214274975, -1.015157449106365, -1.133247879582555, 0.8036960447437722, -0.9432276610600334, -0.8982316823913318, -0.8419640431946137, -1.1415434467649388, 1.1840391043608005, -0.7784850488849553, -1.144554663494922, -1.1610130032803128, -1.236611506528838, -1.032087963777039, -1.2417401644502837","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
02js0eq0f7,"1.0669545078935232, 0.9142356548546042, -1.2617320374494334, -1.1689614659781942, 1.0438407033667931, 0.731828386364477, 0.9621889556079372, -1.2932966161665584, 0.8833598838302876, 1.0146380576629623, -1.18363251184297, 1.0381457972050405, -1.1737961133522896, -1.2757981025512561, 0.7264739321013212","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
xhkwmk,"1.053646061278151, -0.9169690070665487, -0.7028571493392114, -1.1902717962395974, -1.0312190386973732, 1.2059545145496793, 0.7970089318556572, -1.092093031284077, -0.7268070960293707, -0.8644753052328201, -0.819139266960153, 1.02411061538219, -0.9089571953109713, 0.6710108085835185, -1.0392049332260636","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
70o,"0.9592660654525013, 0.9251547931222841, -0.7445519122589754, -1.324255891339348, 1.0009235185266012, -0.7688650218193727, 1.08144616445486, 1.224935748927703, 0.9810881756623816, 0.8045712049565803, 0.7615682838135324, 0.997019280811775, 0.8142115410731855, 0.8794279075848334, -1.1772649322919535","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
6,"0.77713381573447, 0.9943631202545844, -1.0105127447849287, -0.7696618406580447, 0.9979734632442553, -0.9893409590459977, 1.1740335446983965, 0.8579726426767862, 0.9296225613303706, 1.0583612645475604, 1.0343471669539122, 0.9280115870756787, 1.3129256594328529, 1.0242847066315766, -1.0045087552847494","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
hx0afnbyz,"1.081528657012444, -1.1801907219372596, -0.9278296423444035, 0.9271457784516887, -1.0092767913664857, 0.8616779065965794, -0.8011213205155419, 0.9491357179532339, 0.9570407141658184, -0.9765478107687077, 0.8342525776182599, -1.1939873230703306, 0.8423000013210066, 0.9562502908931118, 1.1306660551186978","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
2qdg,"1.2843212525757188, 0.976638764971784, -0.8809135112183759, -1.082469159496539, 0.9029713449541777, 1.1547271374240673, 1.2239646220831635, -0.7595501468126697, 0.9528837566856192, 0.9402928143695152, -1.0188401335179795, 0.8672147303574602, -0.8952888264985409, -0.9371061354941892, 1.2521404729379302","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
vi9478,"0.8915267676230045, -0.9847060491157446, -1.087511159462675, -1.1065868501961047, 1.081960269057463, -1.0122773694321423, 1.1274478077269565, 0.8121251728030029, 0.9986309129905641, 1.3126540867292302, 1.016943314105383, -1.0371254090387902, -0.8849484683821982, -1.264020279464244, -1.0347603187081194","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
pnz4cxj7m,"0.7217689867765451, -1.2019434451000615, -0.9495943033948291, -1.247499413574662, 1.055471057357484, 1.1907739311425383, 0.9921557738571394, -0.9273122725607514, 1.1466938535380948, 1.0599096444830212, -0.9371959376902159, -1.0507649330819469, 0.9136168114459416, 1.0505449924512151, 1.1360707450723384","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
,"0.9733490070302454, 0.9492940400633705, 0.9640083187038468, 0.9603772400242226, 0.9724376295149023, 1.0724075974544707, 0.8048169191000667, 0.7482850936929692, 0.8242896270434613, 1.0021737689509418, 0.8765802066116393, 1.1312050057870222, 0.9930982499196315, 0.9943352432249991, 0.8343474552847134","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
qf,"1.1539384122678031, -1.0181284608044312, -0.9781093555296915, -1.0503442345386986, 1.0061479144980898, 0.9707362023193336, 0.9931958003855524, -0.8301720914236914, 0.7361329406989102, 1.0722706174123215, -1.0831348839717134, -0.9805716061551413, 0.8072905482943498, 0.9151438875313167, 1.1298182672852892","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
hhxk,"1.0539306827946455, -0.9143799625661633, -0.8425537065672459, 0.9661712154504595, -1.0803529015654416, 0.9565840828525061, -0.9110965100108899, 0.9292152808729388, 0.9158066029800704, -1.1705852328787967, 1.2415264478497063, -0.9449409812298352, 1.091033744192567, 1.0580653975387464, 0.8574172936431603","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
6ex2lqv,"0.9689887397679363, 1.0466277724511894, -1.0221369614177203, -0.9659436409953871, 1.2902518633058977, -0.8245739651371476, 0.972760360020602, 0.9694636981001289, 0.8666901159756734, 1.0554248310757843, 0.9014106765372024, 0.9287736852156713, 1.0032370061247742, 1.1936486028922813, -0.8003978003673322","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
8jxazk,"1.228688889797436, 0.7844013583148454, -1.0419155202821617, -0.9286752099808968, -1.363576775109435, 0.9638307712477611, 0.9879407667665809, -0.9372899208144532, -0.7487604555558636, -0.9109905969114748, -1.060047962102829, -1.2496580121846488, 0.8340941152278418, -1.0465521997650429, -1.025841687263048","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
2580flxkco,"1.0066059877928355, 0.9373595191623597, -0.9538661495577246, -1.1027411973763128, 1.0071673343989063, 1.1279452604848836, 0.996791822333471, -1.1950216642193798, 0.860395859271035, 0.6857953326497753, -1.0210373846936889, 0.9559189976516744, -1.2553906833200625, -0.5852086226791127, 1.2231039640799704","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
n1aa,"1.1797742007731704, -0.6277366411524044, -0.991714180861327, 1.1836531398591041, -0.9800812463845378, -0.9017513795953517, -1.1721997043056933, -0.9742487607590374, 0.8368545905029537, -1.0190365788102704, -1.0171490401821244, -1.2156861091350153, -1.0346901012985743, -1.1237751420613586, -0.8020715175002714","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
xqmg,"0.73472374665122, -0.8609465885512301, -1.15845207488188, -0.9219215718490468, -1.0301726486391398, 1.0229118378350106, 0.8659524713287536, -1.0031206629067184, -0.8883313545349676, -0.8784476477594536, -0.9928051311085682, 0.7599529192067978, -1.1315694572512336, 1.002284631242469, -1.1073626948785318","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
,"1.0361968795524168, 0.8763344761530687, 1.1849841687322022, 1.0551723721876993, 0.7865203882264787, 0.7740680057954448, 1.0527163308789533, 0.8535682990472431, 0.6567747184866027, 1.0019147486393976, 1.0948507256063562, 1.0357687339417598, 1.0928142333272668, 0.9903237426188488, 1.1730732230262508","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
o,"0.9902305602385655, -0.8124800445203677, -1.0299164838610149, 1.067269872181824, -1.0915487217108417, -0.8110732065286971, -0.9332115806006331, -0.8420373138627356, 0.8320144081541786, -1.1595559980353256, -0.8949302885028014, -1.0505572231334406, -0.9455020755419592, -0.8422979453889455, -0.8122351871848807","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
y44aee8w,"1.0070591843755081, -0.971197915390438, -1.1678122918932186, -1.0157655862064936, -0.9759891073302112, 0.9270431002958266, 0.7898088510727649, -0.7626673648015417, -1.0459499697415175, -1.0955642163198933, -0.999638977442644, 0.8450127912877181, -0.8514358500706962, 1.0011052493428805, -0.9390765256402066","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
8bz,"0.8600156753797155, 1.090250792557427, -1.120038735113147, -0.939364868018346, -0.9963015828721049, 0.7593591313526245, 0.7947357879964906, -0.898097133810734, -1.0438880023467483, -1.2175472276751749, -1.0234819751488455, -0.9919215332330822, 1.1114829306630172, -0.9913920758132039, -0.944055681527854","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
